date,Price,adj_close,close,high,low,open,volume,elapsed_time,price_change,price_trend,volume_change,high_low_spread
2016-01-04,0,23.860578536987305,26.337499618530273,26.342500686645508,25.5,25.65250015258789,270597600,0.0,,0,,3.3039242613549327
2016-01-05,1,23.26264762878418,25.677499771118164,26.462499618530273,25.602500915527344,26.4375,223164000,24.0,-2.5059320625400394,0,-17.52920203283399,3.3590417820524703
2016-01-06,2,22.807411193847656,25.174999237060547,25.592500686645508,24.967500686645508,25.13999938964844,273829600,48.0,-1.9569683128683124,0,22.703303400190002,2.503254161656224
2016-01-07,3,21.844825744628903,24.112499237060547,25.032499313354492,24.107500076293945,24.670000076293945,324377600,72.0,-4.220456930286121,0,18.459655201629044,3.836977016004006
2016-01-08,4,21.960338592529297,24.239999771118164,24.77750015258789,24.190000534057617,24.637500762939453,283192000,96.0,0.5287736157256084,1,-12.696807671059895,2.428687910540226
2016-01-11,5,22.3159236907959,24.63249969482422,24.76499938964844,24.334999084472656,24.74250030517578,198957600,168.0,1.6192241229874726,1,-29.74462555439419,1.7670035806582525
2016-01-12,6,22.63981056213379,24.989999771118164,25.17250061035156,24.709999084472656,25.137500762939453,196616800,192.0,1.4513349466074077,1,-1.1765320852282102,1.8717181020436815
2016-01-13,7,22.05773162841797,24.34749984741211,25.29750061035156,24.325000762939453,25.079999923706055,249758400,216.0,-2.5710281296145276,0,27.028005745185556,3.997943748860085
2016-01-14,8,22.54015350341797,24.8799991607666,25.1200008392334,23.934999465942383,24.489999771118164,252680400,240.0,2.1870800562345583,1,1.1699306209520977,4.950914559146655
2016-01-15,9,21.99884033203125,24.282499313354492,24.427499771118164,23.84000015258789,24.049999237060547,319335600,264.0,-2.4015267989008215,0,26.37925220951052,2.46434402168617
2016-01-19,10,21.892396926879883,24.165000915527344,24.662500381469727,23.875,24.602500915527344,212350800,360.0,-0.4838809889825768,0,-33.50230916941299,3.2984309171506876
2016-01-20,11,21.921836853027344,24.197500228881836,24.54750061035156,23.354999542236328,23.774999618530273,289337600,384.0,0.13448918735032844,1,36.254537303367826,5.105977698516557
2016-01-21,12,21.810863494873047,24.075000762939453,24.469999313354492,23.73500061035156,24.26499938964844,208646000,408.0,-0.5062484338616446,0,-27.888390585945277,3.0966871038645682
2016-01-22,13,22.970483779907227,25.354999542236328,25.364999771118164,24.592500686645508,24.657499313354492,263202000,432.0,5.3167133488414065,1,26.147637625451715,3.1411977753533105
2016-01-25,14,22.522031784057617,24.86000061035156,25.38249969482422,24.802499771118164,25.3799991607666,207178000,504.0,-1.9522734798720909,0,-21.28555254139406,2.338473658132834
2016-01-26,15,22.646604537963867,24.997499465942383,25.219999313354492,24.517499923706055,24.982500076293945,300308000,528.0,0.5530927281376163,1,44.95168405911825,2.8652978151707402
2016-01-27,16,21.158567428588867,23.354999542236328,24.157499313354492,23.334999084472656,24.010000228881836,533478800,552.0,-6.57065690087868,0,77.64388561077294,3.5247493514115282
2016-01-28,17,21.310317993164062,23.522499084472656,23.6299991607666,23.09749984741211,23.447500228881836,222715200,576.0,0.717189233651716,1,-58.25228668880562,2.305441354572211
2016-01-29,18,22.046411514282227,24.334999084472656,24.334999084472656,23.587499618530273,23.697500228881836,257666000,600.0,3.4541397879629843,1,15.693046545543377,3.169049191441849
2016-02-01,19,21.840303421020508,24.107500076293945,24.177499771118164,23.850000381469727,24.11750030517578,163774000,672.0,-0.9348634343030238,0,-36.439421576769924,1.373163037359481
2016-02-02,20,21.398653030395508,23.6200008392334,24.010000228881836,23.56999969482422,23.854999542236328,149428800,696.0,-2.022189092679616,0,-8.759143698022886,1.8667820948433773
2016-02-03,21,21.822181701660156,24.087499618530273,24.209999084472656,23.520000457763672,23.75,183857200,720.0,1.979249630340174,1,23.040002998083374,2.933667573468197
2016-02-04,22,21.99752426147461,24.149999618530273,24.332500457763672,23.79750061035156,23.96500015258789,185886800,744.0,0.2594706839223804,1,1.1039002008080168,2.2481346094782575
2016-02-05,23,21.410017013549805,23.5049991607666,24.229999542236328,23.42250061035156,24.1299991607666,185672400,768.0,-2.6708093911055997,0,-0.11533901277551717,3.4475351087317105
2016-02-08,24,21.63545799255371,23.752500534057617,23.924999237060547,23.260000228881836,23.282499313354492,216085600,840.0,1.0529733338775493,1,16.38003278893363,2.8589810904343187
2016-02-09,25,21.630903244018555,23.747499465942383,23.98500061035156,23.482500076293945,23.572500228881836,177324800,864.0,-0.021054912126261538,0,-17.937706168296263,2.139893675822439
2016-02-10,26,21.46693992614746,23.5674991607666,24.087499618530273,23.524999618530273,23.979999542236328,169374400,888.0,-0.7579758257661218,0,-4.4835240192009245,2.3910733650211307
2016-02-11,27,21.337142944335938,23.424999237060547,23.68000030517578,23.147499084472656,23.447500228881836,200298800,912.0,-0.6046459267230131,0,18.258013017315488,2.300469777576649
2016-02-12,28,21.403179168701172,23.497499465942383,23.625,23.252500534057617,23.54750061035156,161405600,936.0,0.3094993863100415,1,-19.417590120360185,1.6019759483363434
2016-02-16,29,22.006635665893555,24.15999984741211,24.212499618530273,23.65250015258789,23.7549991607666,196231600,1032.0,2.819450565069559,1,21.576698701903773,2.3676121438735582
2016-02-17,30,22.343658447265625,24.530000686645508,24.552499771118164,24.037500381469727,24.167499542236328,179452800,1056.0,1.5314604369628393,1,-8.550508684635904,2.1424831262631847
2016-02-18,31,21.920103073120117,24.065000534057617,24.72249984741211,24.022499084472656,24.709999084472656,156084000,1080.0,-1.895638563275881,0,-13.022254319798854,2.9139381397329736
2016-02-19,32,21.870006561279297,24.010000228881836,24.190000534057617,23.950000762939453,24.0,141496800,1104.0,-0.22854894641678447,0,-9.345736910894132,1.0020866950849658
2016-02-22,33,22.06128692626953,24.219999313354492,24.225000381469727,23.979999542236328,24.07749938964844,137123200,1176.0,0.8746317470669895,1,-3.0909532936433948,1.0216882565067393
2016-02-23,34,21.562583923339844,23.67250061035156,24.125,23.637500762939453,24.100000381469727,127770400,1200.0,-2.260523197872477,0,-6.820727637628055,2.062397551880285
2016-02-24,35,21.883668899536133,24.024999618530273,24.094999313354492,23.329999923706055,23.4950008392334,145022800,1224.0,1.48906536736797,1,13.502657892594838,3.279037257394532
2016-02-25,36,22.033964157104492,24.190000534057617,24.190000534057617,23.8125,24.012500762939453,110330800,1248.0,0.6867884210082664,1,-23.921755751509423,1.5853040800319882
2016-02-26,37,22.068117141723633,24.227500915527344,24.5049991607666,24.145000457763672,24.299999237060547,115964400,1272.0,0.1550243102182991,1,5.106099112849716,1.490986523825782
2016-02-29,38,22.018022537231445,24.17250061035156,24.5575008392334,24.162500381469727,24.21500015258789,140865200,1344.0,-0.2270160070060534,0,21.472796823852836,1.6347664833007043
2016-03-01,39,22.8924560546875,25.13249969482422,25.1924991607666,24.354999542236328,24.412500381469727,201628400,1368.0,3.971451278241167,1,43.13570704474916,3.438717447224277
2016-03-02,40,22.942554473876953,25.1875,25.22249984741211,24.90999984741211,25.127500534057617,132678400,1392.0,0.2188413641445619,1,-34.19657151472709,1.2545162662153349
2016-03-03,41,23.113340377807617,25.375,25.427499771118164,25.112499237060547,25.145000457763672,147822800,1416.0,0.7444168734491274,1,11.414367372533896,1.2543575654658274
2016-03-04,42,23.457195281982425,25.752500534057617,25.9375,25.342500686645508,25.592500686645508,184220400,1440.0,1.4876868337245996,1,24.62245336984552,2.347831892012272
2016-03-07,43,23.197595596313477,25.467500686645508,25.707500457763672,25.239999771118164,25.59749984741211,143315600,1512.0,-1.1066880555354097,0,-22.204272708125707,1.8522214377373465
2016-03-08,44,23.006311416625977,25.25749969482422,25.440000534057617,25.100000381469727,25.19499969482422,126247600,1536.0,-0.8245842197283526,0,-11.909380416367787,1.3545822606397186
2016-03-09,45,23.026809692382812,25.280000686645508,25.395000457763672,25.0674991607666,25.32749938964844,108806800,1560.0,0.08908637867230951,1,-13.8147576666804,1.3064777419426263
2016-03-10,46,23.038196563720703,25.292499542236328,25.559999465942383,25.037500381469727,25.352500915527344,134054400,1584.0,0.049441674253691836,1,23.204064451854123,2.0868660070370213
2016-03-11,47,23.28640937805176,25.565000534057617,25.56999969482422,25.375,25.559999465942383,109632800,1608.0,1.0773984254353275,1,-18.21767879308699,0.7684717037407636
2016-03-14,48,23.345609664916992,25.6299991607666,25.727500915527344,25.44499969482422,25.477500915527344,100304400,1680.0,0.2542484856293825,1,-8.508767449157551,1.110242578468526
2016-03-15,49,23.814714431762695,26.145000457763672,26.295000076293945,25.962499618530273,25.989999771118164,160270800,1704.0,2.0093691527911295,1,59.78441623697466,1.2806950896452034
2016-03-16,50,24.13123893737793,26.49250030517578,26.57749938964844,26.147499084472656,26.15250015258789,153214000,1728.0,1.329125421028321,1,-4.403047841528219,1.6445179089082929
2016-03-17,51,24.092531204223633,26.450000762939453,26.61750030517578,26.239999771118164,26.3799991607666,137682800,1752.0,-0.16042103141176156,0,-10.136932656284669,1.4386453405122523
2016-03-18,52,24.119853973388672,26.479999542236328,26.625,26.29750061035156,26.584999084472656,176820800,1776.0,0.11341693168835931,1,28.426208647703266,1.245363179189457
2016-03-21,53,24.11758041381836,26.477500915527344,26.912500381469727,26.28499984741211,26.482500076293945,142010800,1848.0,-0.009435901632093291,0,-19.686597956801467,2.38729517862028
2016-03-22,54,24.302026748657227,26.68000030517578,26.822500228881836,26.302499771118164,26.3125,129777600,1872.0,0.7647979705278196,1,-8.614274407298595,1.9770001417685243
2016-03-23,55,24.167675018310547,26.532499313354492,26.767499923706055,26.475000381469727,26.6200008392334,102814000,1896.0,-0.5528522868595065,0,-20.77677503667813,1.1048141190624994
2016-03-24,56,24.062929153442383,26.417499542236328,26.5625,26.22249984741211,26.36750030517578,104532000,1920.0,-0.4334298467701503,0,1.670978660493705,1.2965970238014708
2016-03-28,57,23.95362091064453,26.29750061035156,26.54750061035156,26.26499938964844,26.5,77645600,2016.0,-0.4542403102644643,0,-25.720736233880537,1.075580534048888
2016-03-29,58,24.520641326904297,26.920000076293945,26.947500228881836,26.219999313354492,26.22249984741211,124760400,2040.0,2.36714308011976,1,60.6792915503261,2.7746031067087387
2016-03-30,59,24.948747634887695,27.38999938964844,27.604999542236328,27.149999618530273,27.162500381469727,182404400,2064.0,1.745911263084965,1,46.20376337363459,1.6758745123352066
2016-03-31,60,24.818946838378903,27.247499465942383,27.475000381469727,27.219999313354492,27.43000030517578,103553600,2088.0,-0.5202626027071555,0,-43.22856246888781,0.9368151158994611
2016-04-01,61,25.04666328430176,27.497499465942383,27.5,27.049999237060547,27.19499969482422,103496000,2112.0,0.9175153863659524,1,-0.055623367994928063,1.6635888193405863
2016-04-04,62,25.30398750305176,27.780000686645508,28.04750061035156,27.5674991607666,27.604999542236328,149424800,2184.0,1.027370583470777,1,44.377367241246034,1.7411860495060205
2016-04-05,63,25.005678176879883,27.45249938964844,27.6825008392334,27.354999542236328,27.377500534057617,106314800,2208.0,-1.178910327221494,0,-28.850632558986188,1.1972264758820623
2016-04-06,64,25.267553329467773,27.739999771118164,27.7450008392334,27.299999237060547,27.5575008392334,105616400,2232.0,1.047264867905362,1,-0.6569170049701478,1.6300425443556383
2016-04-07,65,24.716476440429688,27.135000228881836,27.604999542236328,27.030000686645508,27.487499237060547,127207600,2256.0,-2.1809644817165075,0,20.44303725557772,2.1272617128526576
