Price,date,adj_close,close,high,low,open,volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
57,2016-03-28,23.95362091064453,26.297500610351562,26.547500610351562,26.264999389648438,26.5,77645600
58,2016-03-29,24.520641326904297,26.920000076293945,26.947500228881836,26.219999313354492,26.22249984741211,124760400
59,2016-03-30,24.948747634887695,27.389999389648438,27.604999542236328,27.149999618530273,27.162500381469727,182404400
60,2016-03-31,24.818946838378906,27.247499465942383,27.475000381469727,27.219999313354492,27.43000030517578,103553600
61,2016-04-01,25.046663284301758,27.497499465942383,27.5,27.049999237060547,27.19499969482422,103496000
62,2016-04-04,25.303987503051758,27.780000686645508,28.047500610351562,27.5674991607666,27.604999542236328,149424800
63,2016-04-05,25.005678176879883,27.452499389648438,27.6825008392334,27.354999542236328,27.377500534057617,106314800
64,2016-04-06,25.267553329467773,27.739999771118164,27.7450008392334,27.299999237060547,27.5575008392334,105616400
65,2016-04-07,24.716476440429688,27.135000228881836,27.604999542236328,27.030000686645508,27.487499237060547,127207600
66,2016-04-08,24.743804931640625,27.165000915527344,27.4424991607666,27.042499542236328,27.227500915527344,94326800
67,2016-04-11,24.825777053833008,27.2549991607666,27.65250015258789,27.207500457763672,27.24250030517578,117630000
68,2016-04-12,25.149139404296875,27.610000610351562,27.625,27.165000915527344,27.334999084472656,108929200
69,2016-04-13,25.513486862182617,28.010000228881836,28.084999084472656,27.700000762939453,27.700000762939453,133029200
70,2016-04-14,25.527145385742188,28.024999618530273,28.09749984741211,27.832500457763672,27.905000686645508,101895600
71,2016-04-15,25.01478385925293,27.462499618530273,28.075000762939453,27.4325008392334,28.02750015258789,187756000
72,2016-04-18,24.47509765625,26.8700008392334,27.237499237060547,26.735000610351562,27.22249984741211,243286000
73,2016-04-19,24.34529685974121,26.727500915527344,27.0,26.5575008392334,26.969999313354492,129539600
74,2016-04-20,24.39539337158203,26.782499313354492,27.022499084472656,26.514999389648438,26.65999984741211,122444000
75,2016-04-21,24.13123893737793,26.49250030517578,26.732500076293945,26.3799991607666,26.732500076293945,126210000
76,2016-04-22,24.065200805664062,26.420000076293945,26.6200008392334,26.155000686645508,26.252500534057617,134732400
77,2016-04-25,23.92857551574707,26.270000457763672,26.412500381469727,26.127500534057617,26.25,112126400
78,2016-04-26,23.762338638305664,26.087499618530273,26.325000762939453,25.977500915527344,25.977500915527344,224064800
79,2016-04-27,22.275344848632812,24.454999923706055,24.677499771118164,23.920000076293945,24.0,458408400
80,2016-04-28,21.59446907043457,23.707500457763672,24.469999313354492,23.5625,24.40250015258789,328970800
81,2016-04-29,21.34625244140625,23.434999465942383,23.68000030517578,23.127500534057617,23.497499465942383,274126000
82,2016-05-02,21.323486328125,23.40999984741211,23.520000457763672,23.100000381469727,23.49250030517578,192640400
83,2016-05-03,21.67416763305664,23.795000076293945,23.934999465942383,23.420000076293945,23.549999237060547,227325200
84,2016-05-04,21.448719024658203,23.547500610351562,23.975000381469727,23.454999923706055,23.799999237060547,164102000
85,2016-05-05,21.361665725708008,23.309999465942383,23.517499923706055,23.170000076293945,23.5,143562000
86,2016-05-06,21.242530822753906,23.18000030517578,23.362499237060547,22.962499618530273,23.342500686645508,174799600
87,2016-05-09,21.258569717407227,23.197500228881836,23.4424991607666,23.147499084472656,23.25,131745600
88,2016-05-10,21.40290069580078,23.354999542236328,23.392499923706055,23.02750015258789,23.332500457763672,134747200
89,2016-05-11,21.19442367553711,23.127500534057617,23.392499923706055,23.114999771118164,23.3700008392334,114876400
90,2016-05-12,20.6972713470459,22.584999084472656,23.19499969482422,22.36750030517578,23.18000030517578,305258800
91,2016-05-13,20.738502502441406,22.6299991607666,22.917499542236328,22.5,22.5,177571200
92,2016-05-16,21.508291244506836,23.469999313354492,23.59749984741211,22.912500381469727,23.09749984741211,245039200
93,2016-05-17,21.41893768310547,23.372499465942383,23.674999237060547,23.252500534057617,23.637500762939453,187667600
94,2016-05-18,21.664085388183594,23.639999389648438,23.802499771118164,23.47249984741211,23.540000915527344,168249600
95,2016-05-19,21.58160972595215,23.549999237060547,23.65999984741211,23.392499923706055,23.65999984741211,121768400
96,2016-05-20,21.81529426574707,23.80500030517578,23.857500076293945,23.6299991607666,23.65999984741211,128104000
97,2016-05-23,22.09250831604004,24.107500076293945,24.297500610351562,23.917499542236328,23.967500686645508,152074400
98,2016-05-24,22.42929458618164,24.475000381469727,24.522499084472656,24.209999084472656,24.30500030517578,140560800
99,2016-05-25,22.823352813720703,24.905000686645508,24.934999465942383,24.52750015258789,24.667499542236328,152675200
100,2016-05-26,23.004348754882812,25.102500915527344,25.1825008392334,24.65999984741211,24.920000076293945,225324800
101,2016-05-27,22.990604400634766,25.087499618530273,25.11750030517578,24.8125,24.860000610351562,145364800
102,2016-05-31,22.87834358215332,24.96500015258789,25.100000381469727,24.704999923706055,24.899999618530273,169228800
103,2016-06-01,22.55759048461914,24.614999771118164,24.885000228881836,24.582500457763672,24.7549991607666,116693200
104,2016-06-02,22.388057708740234,24.43000030517578,24.459999084472656,24.157499313354492,24.399999618530273,160766400
105,2016-06-03,22.433870315551758,24.479999542236328,24.5674991607666,24.362499237060547,24.447500228881836,114019600
106,2016-06-06,22.596538543701172,24.657499313354492,25.47249984741211,24.387500762939453,24.497499465942383,93170000
107,2016-06-07,22.688180923461914,24.75749969482422,24.967500686645508,24.739999771118164,24.8125,89638000
108,2016-06-08,22.667564392089844,24.735000610351562,24.889999389648438,24.670000076293945,24.7549991607666,83392400
109,2016-06-09,22.83022689819336,24.912500381469727,24.997499465942383,24.614999771118164,24.625,106405600
110,2016-06-10,22.642362594604492,24.707500457763672,24.837499618530273,24.6200008392334,24.63249969482422,126851600
111,2016-06-13,22.300996780395508,24.334999084472656,24.780000686645508,24.274999618530273,24.672500610351562,152082000
112,2016-06-14,22.3284854888916,24.364999771118164,24.6200008392334,24.1875,24.329999923706055,127727600
113,2016-06-15,22.255172729492188,24.28499984741211,24.602500915527344,24.25749969482422,24.454999923706055,117780800
114,2016-06-16,22.349109649658203,24.387500762939453,24.4375,24.017499923706055,24.112499237060547,125307200
115,2016-06-17,21.84049415588379,23.832500457763672,24.162500381469727,23.825000762939453,24.155000686645508,244032800
116,2016-06-20,21.787799835205078,23.774999618530273,24.142499923706055,23.75749969482422,24.0,137647600
117,2016-06-21,21.973377227783203,23.977500915527344,24.087499618530273,23.670000076293945,23.735000610351562,142185600
118,2016-06-22,21.890899658203125,23.887500762939453,24.22249984741211,23.837499618530273,24.0625,116876400
119,2016-06-23,22.016904830932617,24.024999618530273,24.072500228881836,23.8125,23.985000610351562,128960800
120,2016-06-24,21.398317337036133,23.350000381469727,23.665000915527344,23.162500381469727,23.227500915527344,301245600
121,2016-06-27,21.086742401123047,23.010000228881836,23.262500762939453,22.875,23.25,181958400
122,2016-06-28,21.441850662231445,23.397499084472656,23.415000915527344,23.03499984741211,23.225000381469727,161779600
123,2016-06-29,21.627422332763672,23.600000381469727,23.637500762939453,23.407499313354492,23.49250030517578,146124000
124,2016-06-30,21.90235137939453,23.899999618530273,23.9424991607666,23.575000762939453,23.610000610351562,143345600
125,2016-07-01,21.968793869018555,23.97249984741211,24.11750030517578,23.832500457763672,23.872499465942383,104106000
126,2016-07-05,21.762603759765625,23.747499465942383,23.850000381469727,23.614999771118164,23.84749984741211,110820800
127,2016-07-06,21.886316299438477,23.88249969482422,23.915000915527344,23.592500686645508,23.649999618530273,123796400
128,2016-07-07,21.980247497558594,23.985000610351562,24.125,23.905000686645508,23.924999237060547,100558400
129,2016-07-08,22.149782180786133,24.170000076293945,24.22249984741211,24.012500762939453,24.122499465942383,115648400
130,2016-07-11,22.218517303466797,24.2450008392334,24.412500381469727,24.1825008392334,24.1875,95179600
131,2016-07-12,22.319324493408203,24.354999542236328,24.424999237060547,24.280000686645508,24.292499542236328,96670000
132,2016-07-13,22.193313598632812,24.217500686645508,24.417499542236328,24.209999084472656,24.352500915527344,103568800
133,2016-07-14,22.63319206237793,24.697500228881836,24.747499465942383,24.329999923706055,24.34749984741211,155676000
134,2016-07-15,22.630901336669922,24.69499969482422,24.825000762939453,24.625,24.729999542236328,120548000
135,2016-07-18,22.87146759033203,24.957500457763672,25.032499313354492,24.649999618530273,24.674999237060547,145975600
136,2016-07-19,22.880624771118164,24.967500686645508,25.0,24.834999084472656,24.889999389648438,95119600
137,2016-07-20,22.901248931884766,24.989999771118164,25.114999771118164,24.934999465942383,25.0,105104000
138,2016-07-21,22.77981948852539,24.857500076293945,25.25,24.782499313354492,24.957500457763672,130808000
139,2016-07-22,22.603412628173828,24.665000915527344,24.825000762939453,24.577499389648438,24.815000534057617,113254800
140,2016-07-25,22.300996780395508,24.334999084472656,24.709999084472656,24.229999542236328,24.5625,161531600
141,2016-07-26,22.147489547729492,24.167499542236328,24.49250030517578,24.104999542236328,24.204999923706055,224959200
142,2016-07-27,23.586265563964844,25.737499237060547,26.087499618530273,25.6875,26.0674991607666,369379200
143,2016-07-28,23.904720306396484,26.084999084472656,26.112499237060547,25.704999923706055,25.707500457763672,159479200
144,2016-07-29,23.874940872192383,26.052499771118164,26.137500762939453,25.920000076293945,26.047500610351562,110934800
145,2016-08-01,24.296497344970703,26.512500762939453,26.537500381469727,26.102500915527344,26.102500915527344,152671600
146,2016-08-02,23.936798095703125,26.1200008392334,26.517499923706055,26.0,26.512500762939453,135266400
147,2016-08-03,24.236927032470703,26.447500228881836,26.459999084472656,26.1924991607666,26.202499389648438,120810400
148,2016-08-04,24.386648178100586,26.467500686645508,26.5,26.31999969482422,26.395000457763672,109634800
149,2016-08-05,24.757505416870117,26.8700008392334,26.912500381469727,26.545000076293945,26.5674991607666,162213600
150,2016-08-08,24.96250343322754,27.092500686645508,27.092500686645508,26.790000915527344,26.8799991607666,112148800
151,2016-08-09,25.063861846923828,27.202499389648438,27.235000610351562,27.002500534057617,27.0575008392334,105260800
152,2016-08-10,24.877286911010742,27.0,27.225000381469727,26.940000534057617,27.177499771118164,96034000
153,2016-08-11,24.861156463623047,26.982500076293945,27.232500076293945,26.962499618530273,27.1299991607666,109938000
154,2016-08-12,24.918743133544922,27.045000076293945,27.110000610351562,26.94499969482422,26.94499969482422,74641600
155,2016-08-15,25.21819496154785,27.3700008392334,27.385000228881836,27.020000457763672,27.03499984741211,103472800
156,2016-08-16,25.19515609741211,27.344999313354492,27.5575008392334,27.302499771118164,27.407499313354492,135177600
157,2016-08-17,25.15830421447754,27.30500030517578,27.342500686645508,27.084999084472656,27.274999618530273,101424000
158,2016-08-18,25.126056671142578,27.270000457763672,27.399999618530273,27.2549991607666,27.3075008392334,87938800
159,2016-08-19,25.190555572509766,27.34000015258789,27.422500610351562,27.09000015258789,27.1924991607666,101472400
160,2016-08-22,24.9947566986084,27.127500534057617,27.274999618530273,26.962499618530273,27.21500015258789,103280800
161,2016-08-23,25.073076248168945,27.212499618530273,27.329999923706055,27.13249969482422,27.147499084472656,85030800
162,2016-08-24,24.884193420410156,27.00749969482422,27.1875,26.920000076293945,27.142499923706055,94700400
163,2016-08-25,24.77823257446289,26.892499923706055,26.969999313354492,26.670000076293945,26.84749984741211,100344800
164,2016-08-26,24.63311767578125,26.735000610351562,26.987499237060547,26.577499389648438,26.852500915527344,111065200
165,2016-08-29,24.6054744720459,26.704999923706055,26.860000610351562,26.572500228881836,26.655000686645508,99881200
166,2016-08-30,24.416589736938477,26.5,26.625,26.375,26.450000762939453,99455600
167,2016-08-31,24.439626693725586,26.524999618530273,26.642499923706055,26.40999984741211,26.415000915527344,118649600
168,2016-09-01,24.584745407104492,26.6825008392334,26.700000762939453,26.405000686645508,26.53499984741211,106806000
169,2016-09-02,24.81509017944336,26.9325008392334,27.0,26.704999923706055,26.924999237060547,107210000
170,2016-09-06,24.808181762695312,26.924999237060547,27.075000762939453,26.877500534057617,26.975000381469727,107521600
171,2016-09-07,24.960203170776367,27.09000015258789,27.190000534057617,26.767499923706055,26.957500457763672,169457200
172,2016-09-08,24.30602264404297,26.3799991607666,26.8174991607666,26.309999465942383,26.8125,212008000
173,2016-09-09,23.755502700805664,25.782499313354492,26.43000030517578,25.782499313354492,26.15999984741211,186228000
174,2016-09-12,24.287607192993164,26.360000610351562,26.43000030517578,25.63249969482422,25.662500381469727,181171200
175,2016-09-13,24.865766525268555,26.987499237060547,27.197500228881836,26.809999465942383,26.877500534057617,248704800
176,2016-09-14,25.74568748474121,27.9424991607666,28.25749969482422,27.149999618530273,27.1825008392334,443554800
177,2016-09-15,26.620996475219727,28.892499923706055,28.9325008392334,28.372499465942383,28.46500015258789,359934400
178,2016-09-16,26.471269607543945,28.729999542236328,29.032499313354492,28.510000228881836,28.780000686645508,319547600
179,2016-09-19,26.16260528564453,28.395000457763672,29.045000076293945,28.3125,28.797500610351562,188092000
180,2016-09-20,26.160310745239258,28.392499923706055,28.530000686645508,28.127500534057617,28.262500762939453,138057200
181,2016-09-21,26.155696868896484,28.387500762939453,28.497499465942383,28.110000610351562,28.462499618530273,144012800
182,2016-09-22,26.40216827392578,28.655000686645508,28.735000610351562,28.5,28.587499618530273,124296000
183,2016-09-23,25.962209701538086,28.177499771118164,28.697500228881836,27.887500762939453,28.604999542236328,209924800
184,2016-09-26,26.00136947631836,28.219999313354492,28.34749984741211,27.887500762939453,27.90999984741211,119477600
185,2016-09-27,26.049739837646484,28.272499084472656,28.295000076293945,28.084999084472656,28.25,98429600
186,2016-09-28,26.24783706665039,28.487499237060547,28.65999984741211,28.357500076293945,28.422500610351562,118564400
187,2016-09-29,25.840120315551758,28.045000076293945,28.450000762939453,27.950000762939453,28.290000915527344,143548000
188,2016-09-30,26.040531158447266,28.262500762939453,28.342500686645508,27.950000762939453,28.114999771118164,145516400
189,2016-10-03,25.91844367980957,28.1299991607666,28.262500762939453,28.06999969482422,28.177499771118164,86807200
190,2016-10-04,26.029016494750977,28.25,28.577499389648438,28.157499313354492,28.264999389648438,118947200
191,2016-10-05,26.040531158447266,28.262500762939453,28.415000915527344,28.172500610351562,28.350000381469727,85812400
192,2016-10-06,26.234012603759766,28.47249984741211,28.584999084472656,28.282499313354492,28.424999237060547,115117200
193,2016-10-07,26.273168563842773,28.514999389648438,28.639999389648438,28.377500534057617,28.577499389648438,97433600
194,2016-10-10,26.7315616607666,29.012500762939453,29.1875,28.68000030517578,28.7549991607666,144944000
195,2016-10-11,26.78915023803711,29.075000762939453,29.672500610351562,29.049999237060547,29.424999237060547,256164000
196,2016-10-12,27.028703689575195,29.334999084472656,29.4950008392334,29.1875,29.337499618530273,150347200
197,2016-10-13,26.945785522460938,29.2450008392334,29.360000610351562,28.93000030517578,29.197500228881836,140769600
198,2016-10-14,27.09550666809082,29.407499313354492,29.542499542236328,29.282499313354492,29.469999313354492,142608800
199,2016-10-17,27.07708168029785,29.387500762939453,29.459999084472656,29.19499969482422,29.332500457763672,94499600
200,2016-10-18,27.058650970458984,29.36750030517578,29.552499771118164,29.362499237060547,29.545000076293945,98214000
201,2016-10-19,26.978029251098633,29.280000686645508,29.440000534057617,28.450000762939453,29.3125,80138400
202,2016-10-20,26.964214324951172,29.264999389648438,29.344999313354492,29.082500457763672,29.21500015258789,96503200
203,2016-10-21,26.858245849609375,29.149999618530273,29.227500915527344,29.06999969482422,29.202499389648438,92770800
204,2016-10-24,27.10011100769043,29.412500381469727,29.434999465942383,29.25,29.274999618530273,94154800
205,2016-10-25,27.238319396972656,29.5625,29.59000015258789,29.327499389648438,29.487499237060547,192516000
206,2016-10-26,26.625598907470703,28.897499084472656,28.924999237060547,28.327499389648438,28.577499389648438,264536800
207,2016-10-27,26.369922637939453,28.6200008392334,28.96500015258789,28.524999618530273,28.84749984741211,138248000
208,2016-10-28,26.19485855102539,28.43000030517578,28.802499771118164,28.362499237060547,28.467500686645508,151446800
209,2016-10-31,26.153400421142578,28.385000228881836,28.5575008392334,28.299999237060547,28.412500381469727,105677600
210,2016-11-01,25.68118667602539,27.872499465942383,28.4424991607666,27.63249969482422,28.364999771118164,175303200
211,2016-11-02,25.704221725463867,27.897499084472656,28.087499618530273,27.8075008392334,27.850000381469727,113326800
212,2016-11-03,25.4287052154541,27.457500457763672,27.864999771118164,27.387500762939453,27.7450008392334,107730400
213,2016-11-04,25.19948959350586,27.209999084472656,27.5625,27.02750015258789,27.13249969482422,123348000
214,2016-11-07,25.5629940032959,27.602500915527344,27.627500534057617,27.364999771118164,27.520000457763672,130240000
215,2016-11-08,25.713485717773438,27.764999389648438,27.93000030517578,27.424999237060547,27.577499389648438,97016800
216,2016-11-09,25.671810150146484,27.719999313354492,27.829999923706055,27.012500762939453,27.469999313354492,236705600
217,2016-11-10,24.956388473510742,26.947500228881836,27.772499084472656,26.457500457763672,27.772499084472656,228538000
218,2016-11-11,25.104568481445312,27.107500076293945,27.217500686645508,26.637500762939453,26.780000686645508,136575600
219,2016-11-14,24.474811553955078,26.427499771118164,26.952499389648438,26.020000457763672,26.927499771118164,204702000
220,2016-11-15,24.798952102661133,26.77750015258789,26.920000076293945,26.540000915527344,26.642499923706055,129058000
221,2016-11-16,25.465744018554688,27.497499465942383,27.5575008392334,26.649999618530273,26.674999237060547,235362000
222,2016-11-17,25.45649528503418,27.487499237060547,27.587499618530273,27.207500457763672,27.452499389648438,110528000
223,2016-11-18,25.48195457458496,27.514999389648438,27.635000228881836,27.415000915527344,27.43000030517578,113715600
224,2016-11-21,25.868608474731445,27.9325008392334,27.997499465942383,27.502500534057617,27.530000686645508,117058400
225,2016-11-22,25.88481330871582,27.950000762939453,28.104999542236328,27.850000381469727,27.987499237060547,103862000
226,2016-11-23,25.752845764160156,27.8075008392334,27.877500534057617,27.582500457763672,27.84000015258789,109705600
227,2016-11-25,25.882495880126953,27.947500228881836,27.967500686645508,27.737499237060547,27.782499313354492,45903600
228,2016-11-28,25.83156394958496,27.892499923706055,28.11750030517578,27.84749984741211,27.857500076293945,108776000
229,2016-11-29,25.80609130859375,27.864999771118164,28.00749969482422,27.517499923706055,27.69499969482422,114115200
230,2016-11-30,25.58845329284668,27.6299991607666,28.049999237060547,27.5674991607666,27.899999618530273,144649200
231,2016-12-01,25.349979400634766,27.372499465942383,27.735000610351562,27.25749969482422,27.592500686645508,148347600
232,2016-12-02,25.444908142089844,27.475000381469727,27.522499084472656,27.212499618530273,27.292499542236328,106112000
233,2016-12-05,25.26200294494629,27.27750015258789,27.50749969482422,27.0625,27.5,137298000
234,2016-12-06,25.45649528503418,27.487499237060547,27.59000015258789,27.297500610351562,27.375,104782000
235,2016-12-07,25.70653533935547,27.75749969482422,27.797500610351562,27.290000915527344,27.315000534057617,119994800
236,2016-12-08,25.958904266357422,28.030000686645508,28.107500076293945,27.649999618530273,27.71500015258789,108273200
237,2016-12-09,26.382600784301758,28.487499237060547,28.674999237060547,28.077499389648438,28.077499389648438,137610400
238,2016-12-12,26.23210906982422,28.325000762939453,28.75,28.122499465942383,28.322500228881836,105497600
239,2016-12-13,26.669692993164062,28.797500610351562,28.979999542236328,28.4375,28.459999084472656,174935200
240,2016-12-14,26.669692993164062,28.797500610351562,29.049999237060547,28.7450008392334,28.760000228881836,136127200
241,2016-12-15,26.8155574798584,28.954999923706055,29.1825008392334,28.8075008392334,28.844999313354492,186098000
242,2016-12-16,26.85028648376465,28.99250030517578,29.125,28.912500381469727,29.11750030517578,177404400
243,2016-12-19,27.005409240722656,29.15999984741211,29.344999313354492,28.9375,28.950000762939453,111117600
244,2016-12-20,27.077184677124023,29.237499237060547,29.375,29.170000076293945,29.184999465942383,85700000
245,2016-12-21,27.102649688720703,29.264999389648438,29.350000381469727,29.19499969482422,29.200000762939453,95132800
246,2016-12-22,26.92437171936035,29.072500228881836,29.127500534057617,28.90999984741211,29.087499618530273,104343600
247,2016-12-23,26.977624893188477,29.1299991607666,29.1299991607666,28.897499084472656,28.897499084472656,56998000
248,2016-12-27,27.14896011352539,29.315000534057617,29.450000762939453,29.122499465942383,29.1299991607666,73187600
249,2016-12-28,27.03319549560547,29.190000534057617,29.5049991607666,29.049999237060547,29.3799991607666,83623600
250,2016-12-29,27.0262508392334,29.1825008392334,29.27750015258789,29.100000381469727,29.112499237060547,60158000
251,2016-12-30,26.8155574798584,28.954999923706055,29.299999237060547,28.857500076293945,29.162500381469727,122345200
252,2017-01-03,26.891963958740234,29.037500381469727,29.082500457763672,28.690000534057617,28.950000762939453,115127600
253,2017-01-04,26.861862182617188,29.0049991607666,29.127500534057617,28.9375,28.962499618530273,84472400
254,2017-01-05,26.998462677001953,29.15250015258789,29.21500015258789,28.952499389648438,28.979999542236328,88774400
255,2017-01-06,27.299448013305664,29.477500915527344,29.540000915527344,29.11750030517578,29.19499969482422,127007600
256,2017-01-09,27.549497604370117,29.747499465942383,29.857500076293945,29.485000610351562,29.487499237060547,134247600
257,2017-01-10,27.577287673950195,29.77750015258789,29.844999313354492,29.575000762939453,29.6924991607666,97848400
258,2017-01-11,27.725460052490234,29.9375,29.982500076293945,29.649999618530273,29.684999465942383,110354400
259,2017-01-12,27.609691619873047,29.8125,29.825000762939453,29.552499771118164,29.725000381469727,108344800
260,2017-01-13,27.56107521057129,29.760000228881836,29.905000686645508,29.702499389648438,29.77750015258789,104447600
261,2017-01-17,27.783342361450195,30.0,30.059999465942383,29.55500030517578,29.584999084472656,137759200
262,2017-01-18,27.781024932861328,29.997499465942383,30.125,29.927499771118164,30.0,94852000
263,2017-01-19,27.732404708862305,29.94499969482422,30.022499084472656,29.842500686645508,29.850000381469727,102389200
264,2017-01-20,27.783342361450195,30.0,30.112499237060547,29.9325008392334,30.112499237060547,130391600
265,2017-01-23,27.801864624023438,30.020000457763672,30.202499389648438,29.9424991607666,30.0,88200800
266,2017-01-24,27.776397705078125,29.99250030517578,30.024999618530273,29.875,29.887500762939453,92844000
